iata_code,icao_code,airport_name,city,country_code,country_name,latitude,longitude,timezone,location_type
"XUA",,"HUESCA RAILWAY STN.",,"ES","SPAIN",,,"01","RAILWAY STATION"
"PMC","SCTE","EL TEPUAL",,"CL","CHILE",,,"01","AIRPORT"
"KLY","FZOD","KALIMA AIRPORT",,"CD","CONGO DEMOCRATIC REPUBLIC OF",,,"02","AIRPORT"
"VLO",,"VLORA INTERNATIONAL AIRPORT",,"AL","ALBANIA",,,"01","AIRPORT"
"JJU","BGJH","QAQORTOQ HELIPORT",,"GL","GREENLAND",,,"01","HELIPORT"
"NUU","HKNK","NAKURU AIRPORT",,"KE","KENYA",,,"01","AIRPORT"
"QSW",,"OFF-LINE POINT AS SUWAYDA",,"SY","SYRIAN ARAB REPUBLIC",,,"01","OFF-LINE PORT"
"DSO","ZKSD","SONDOK AIRPORT",,"KP","KOREA DEMOCRATIC PEOPLE'S REPUBLIC OF",,,"01","AIRPORT"
"KSL","HSKA","KASSALA AIRPORT",,"SD","SUDAN",,,"01","AIRPORT"
"AGN","PAGN","SEA PLANE BASE",,"US","UNITED STATES OF AMERICA",,,"05","AIRPORT"
"GNH",,"GARE DE GRENOBLE SNCF",,"FR","FRANCE",,,"01","RAILWAY STATION"
"XDY",,"SUDBURY JCT RAIL STN",,"CA","CANADA",,,"03","RAILWAY STATION"
"QUN",,"OFF-LINE POINT CHUNCHEON",,"KR","KOREA, REPUBLIC OF",,,"01"
"NAA","YNBR","NARRABRI AIRPORT",,"AU","AUSTRALIA",,,"02","AIRPORT"
"YWF",,"SOUTH END HELIPORT",,"CA","CANADA",,,"02","HELIPORT"
"PQI","KPQI","NORTHERN MAINE RGNL",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"XSF",,"OFF-LINE POINT SENS",,"FR","FRANCE",,,"01","OFF-LINE PORT"
"VCA","VVCT","CAN THO INTL.",,"VN","VIET NAM",,,"01","AIRPORT"
"YIF","CYIF","ST-AUGUSTIN/PAKUASHIPI AIRPORT",,"CA","CANADA",,,"2A","AIRPORT"
"MDD","KMDD","AIRPARK",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"GSI","SOGS","GRAND-SANTI AIRPORT",,"GF","FRENCH GUIANA",,,"01","AIRPORT"
"YNA","CYNA","NATASHQUAN AIRPORT",,"CA","CANADA",,,"03","AIRPORT"
"RUM","VNRT","RUMJATAR AIRPORT",,"NP","NEPAL",,,"01","AIRPORT"
"KPT",,"HAYDEN FIELD",,"US","UNITED STATES OF AMERICA",,,"04","AIRPORT"
"TIS","YTUD","THURSDAY ISLAND HELIPORT",,"AU","AUSTRALIA",,,"2B","HELIPORT"
"BZG","EPBY","IGNACY JAN PADEREWSKI",,"PL","POLAND",,,"01","AIRPORT"
"MZX",,"MENA AIRPORT",,"ET","ETHIOPIA",,,"01","AIRPORT"
"CSD",,"CRESSWELL DOWNS AIRPORT",,"AU","AUSTRALIA",,,"3A","AIRPORT"
"SQU","SPOA","SAPOSOA AIRPORT",,"PE","PERU",,,"01","AIRPORT"
"ZZA",,"OFF-LINE POINT AZAZGA",,"DZ","ALGERIA",,,"01","OFF-LINE PORT"
"KKD","AYKO","KOKODA AIRPORT",,"PG","PAPUA NEW GUINEA",,,"01","AIRPORT"
"CXN","HCMC","CANDALA AIRPORT",,"SO","SOMALIA",,,"01","AIRPORT"
"PHQ","YTMO","THE MONUMENT",,"AU","AUSTRALIA",,,"2B","AIRPORT"
"CLI","KCLI","CLINTONVILLE MUNICIPAL",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"BCP","AYBC","BAMBU AIRPORT",,"PG","PAPUA NEW GUINEA",,,"01","AIRPORT"
"SAA","KSAA","SHIVELY FIELD",,"US","UNITED STATES OF AMERICA",,,"03","AIRPORT"
"OZP","LEMO","AIR BASE",,"ES","SPAIN",,,"01","AIRPORT"
"SAN","KSAN","SAN DIEGO INTL.",,"US","UNITED STATES OF AMERICA",,,"04","AIRPORT"
"WUD","YWUD","WUDINNA AIRPORT",,"AU","AUSTRALIA",,,"03","AIRPORT"
"TGQ",,"TANGARA DA SERRA AIRPORT",,"BR","BRAZIL",,,"02","AIRPORT"
"WRY","EGEW","WESTRAY AIRPORT",,"GB","UNITED KINGDOM",,,"01","AIRPORT"
"LNF","AYYM","MUNBIL AIRPORT",,"PG","PAPUA NEW GUINEA",,,"01","AIRPORT"
"ETE","HAMM","GENDA WUHA",,"ET","ETHIOPIA",,,"01","AIRPORT"
"QWT",,"OFF-LINE POINT TALAVERA DE LA REINA",,"ES","SPAIN",,,"01","OFF-LINE PORT"
"SKM","SYSK","SKELDON AIRPORT",,"GY","GUYANA",,,"01","AIRPORT"
"KOP","VTUW","NAKHON PHANOM AIRPORT",,"TH","THAILAND",,,"01","AIRPORT"
"XWT",,"MITTE CAT RAIL STATION",,"AT","AUSTRIA",,,"01","RAILWAY STATION"
"ZAY",,"DE KEYSERLEI BUS STN",,"BE","BELGIUM",,,"01","BUS STATION"
"ZOA","EDKL","OFF-LINE POINT LEVERKUSEN",,"DE","GERMANY",,,"01","OFF-LINE PORT"
"LWV","KLWV","VINCENNES INTL",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"YNN",,"YANDICOOGINA AIRPORT",,"AU","AUSTRALIA",,,"04","AIRPORT"
"QVX",,"VEENENDAAL-DE KLOMP BUS STN.",,"NL","NETHERLANDS",,,"01","BUS STATION"
"BVD",,"BEAVER INLET SEA PORT",,"US","UNITED STATES OF AMERICA",,,"05","FERRY PORT"
"SBC","AYSO","SELBANG AIRPORT",,"PG","PAPUA NEW GUINEA",,,"01","AIRPORT"
"SCY","SEST","SAN CRISTOBAL",,"EC","ECUADOR",,,"02","AIRPORT"
"XBA",,"OFF-LINE POINT BAREGES",,"FR","FRANCE",,,"01","OFF-LINE PORT"
"BKP","YBAW","BARKLY DOWNS AIRPORT",,"AU","AUSTRALIA",,,"2B","AIRPORT"
"MYR","KMYR","MYRTLE BEACH INTL.",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"ICT","KICT","DWIGHT D. EISENHOWER",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"AOO","KAOO","BLAIR COUNTY",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"XIY","ZLXY","XIANYANG INTL",,"CN","CHINA",,,"01","AIRPORT"
"JAW",,"ARARIPINA AIRPORT",,"BR","BRAZIL",,,"03","AIRPORT"
"BWC","KBWC","BRAWLEY MUNICIPAL",,"US","UNITED STATES OF AMERICA",,,"04","AIRPORT"
"WYB",,"YES BAY LODGE SPB",,"US","UNITED STATES OF AMERICA",,,"05","AIRPORT"
"XMK",,"OFF-LINE POINT MONTELIMAR",,"FR","FRANCE",,,"01","OFF-LINE PORT"
"IMA",,"IAMALELE AIRPORT",,"PG","PAPUA NEW GUINEA",,,"01","AIRPORT"
"SHB","RJCN","NAKASHIBETSU AIRPORT",,"JP","JAPAN",,,"01","AIRPORT"
"QLB",,"OFF-LINE POINT LAJEADO",,"BR","BRAZIL",,,"01","OFF-LINE PORT"
"CZP",,"SEA PLANE BASE",,"US","UNITED STATES OF AMERICA",,,"05","AIRPORT"
"TNU","KTNU","NEWTON MUNICIPAL",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"GMG",,"GARE DE MEUSE TGV",,"FR","FRANCE",,,"01","RAILWAY STATION"
"PEE","USPP","BOLSHOYE SAVINO",,"RU","RUSSIAN FEDERATION",,,"04","AIRPORT"
"XXI",,"KOPING RAILWAY STN.",,"SE","SWEDEN",,,"01","RAILWAY STATION"
"JVA","FMMK","ANKAVANDRA AIRPORT",,"MG","MADAGASCAR",,,"01","AIRPORT"
"NMP","YNMN","NEW MOON AIRPORT",,"AU","AUSTRALIA",,,"2B","AIRPORT"
"BJT",,"BENTOTA RIVER SPB",,"LK","SRI LANKA",,,"01","AIRPORT"
"KRN","ESNQ","KIRUNA AIRPORT",,"SE","SWEDEN",,,"01","AIRPORT"
"ZXO",,"FAUSKE RAILWAY STN.",,"NO","NORWAY",,,"01","RAILWAY STATION"
"NYK","HKNL","NANYUKI AIRPORT",,"KE","KENYA",,,"01","AIRPORT"
"KSU","ENKB","KVERNBERGET",,"NO","NORWAY",,,"01","AIRPORT"
"GGO","DIGL","GUIGLO AIRPORT",,"CI","COTE D'IVOIRE",,,"01","AIRPORT"
"RCY","MYRP","PORT NELSON",,"BS","BAHAMAS",,,"01","AIRPORT"
"GAV",,"GAG ISLAND AIRPORT",,"ID","INDONESIA",,,"03","AIRPORT"
"TIR","VOTP","TIRUPATI AIRPORT",,"IN","INDIA",,,"01","AIRPORT"
"CRE","KCRE","GRAND STRAND",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"OAL",,"CAPITAL DO CAFE",,"BR","BRAZIL",,,"02","AIRPORT"
"ZSG",,"SONNEBERG HBF RAILWAY STN.",,"DE","GERMANY",,,"01","RAILWAY STATION"
"PUE","MPOA","PUERTO OBALDIA AIRPORT",,"PA","PANAMA",,,"01","AIRPORT"
"ZTP",,"OFF-LINE POINT ITAPETININGA",,"BR","BRAZIL",,,"01","OFF-LINE PORT"
"SQX",,"HELIO WASUM",,"BR","BRAZIL",,,"01","AIRPORT"
"JLG",,"JALGAON",,"IN","INDIA",,,"01","AIRPORT"
"AKU","ZWAK","AKSU AIRPORT",,"CN","CHINA",,,"01","AIRPORT"
"BTN",,"MARLBORO CO. JETPORT",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"DOE","SMDJ","DJOEMOE AIRPORT",,"SR","SURINAME",,,"01","AIRPORT"
"OVO",,"OVIEDO BUS STATION",,"ES","SPAIN",,,"01","BUS STATION"
"CGR","SBCG","CAMPO GRANDE INTL.",,"BR","BRAZIL",,,"02","AIRPORT"
"QEV",,"OFF-LINE POINT COURBEVOIE",,"FR","FRANCE",,,"01","OFF-LINE PORT"
"MHQ","EFMA","MARIEHAMN AIRPORT",,"AX","ÅLAND ISLANDS",,,"01","AIRPORT"
"ZBN",,"BOLZANO/BOZEN BUS STN.",,"IT","ITALY",,,"01","BUS STATION"
"XEQ","BGTQ","TASIUSAQ (NANORTALIK) HELIPORT",,"GL","GREENLAND",,,"01","HELIPORT"
"JFR","BGPT","PAAMIUT AIRPORT",,"GL","GREENLAND",,,"01","AIRPORT"
"EPN",,"EPENA AIRPORT",,"CG","CONGO",,,"01","AIRPORT"
"FRY",,"EASTERN SLOPES RGNL",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"DGT","RPVD","SIBULAN",,"PH","PHILIPPINES",,,"01","AIRPORT"
"TNE","RJFG","TANEGASHIMA AIRPORT",,"JP","JAPAN",,,"01","AIRPORT"
"NZE","GUNZ","NZEREKORE AIRPORT",,"GN","GUINEA",,,"01","AIRPORT"
"RLO","SAOS","VALLE DEL CONLARA",,"AR","ARGENTINA",,,"01","AIRPORT"
"BKF",,"LAKE BROOKS SPB",,"US","UNITED STATES OF AMERICA",,,"05","AIRPORT"
"GUJ","SBGW","GUARATINGUETA AIRPORT",,"BR","BRAZIL",,,"01","AIRPORT"
"ADN",,"ANDES AIRPORT",,"CO","COLOMBIA",,,"01","AIRPORT"
"OSR","LKMT","LEOS JANACEK",,"CZ","CZECH REPUBLIC",,,"01","AIRPORT"
"BAN","FZVR","BASONGO AIRPORT",,"CD","CONGO DEMOCRATIC REPUBLIC OF",,,"02","AIRPORT"
"ADK","PADK","ADAK ISLAND AIRPORT",,"US","UNITED STATES OF AMERICA",,,"06","AIRPORT"
"THM","KTHM","THOMPSON FALLS AIRPORT",,"US","UNITED STATES OF AMERICA",,,"03","AIRPORT"
"BBO","HCMI","BERBERA AIRPORT",,"SO","SOMALIA",,,"01","AIRPORT"
"QXB",,"AIX-EN-PROVENCE TGV RAILWAY STN",,"FR","FRANCE",,,"01","RAILWAY STATION"
"SQI","KSQI","WHITESIDE COUNTY",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"FSH","WIMI","SYEKH HAMZAH FANSHURI",,"ID","INDONESIA",,,"01","AIRPORT"
"QIO",,"OFF-LINE POINT AIN TEMOUCHENT",,"DZ","ALGERIA",,,"01","OFF-LINE PORT"
"PDE","YPDI","PANDIE PANDIE AIRPORT",,"AU","AUSTRALIA",,,"03","AIRPORT"
"XNK",,"NORTH GATE RAIL STN",,"GB","UNITED KINGDOM",,,"01","RAILWAY STATION"
"NST","VTSF","NAKHON SI THAMMARAT AIRPORT",,"TH","THAILAND",,,"01","AIRPORT"
"OLY","KOLY","OLNEY/NOBLE AIRPORT",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"ZVE",,"NEW HAVEN RAILWAY STN.",,"US","UNITED STATES OF AMERICA",,,"01","RAILWAY STATION"
"WHS","EGEH","WHALSAY AIRPORT",,"GB","UNITED KINGDOM",,,"01","AIRPORT"
"VME","SAOR","VILLA REYNOLDS",,"AR","ARGENTINA",,,"01","AIRPORT"
"EWE","WAKG","EWER AIRPORT",,"ID","INDONESIA",,,"03","AIRPORT"
"PND","MZPG","PUNTA GORDA AIRPORT",,"BZ","BELIZE",,,"01","AIRPORT"
"GUZ",,"GUARAPARI AIRPORT",,"BR","BRAZIL",,,"01","AIRPORT"
"ZKC",,"SARNEN RAILWAY STN.",,"CH","SWITZERLAND",,,"01","RAILWAY STATION"
"AGQ","LGAG","G.KARAISKAKIS",,"GR","GREECE",,,"01","AIRPORT"
"CPR","KCPR","NATRONA COUNTY INTL",,"US","UNITED STATES OF AMERICA",,,"03","AIRPORT"
"VLC","LEVC","VALENCIA AIRPORT",,"ES","SPAIN",,,"01","AIRPORT"
"CWI","KCWI","CLINTON MUNICIPAL",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"RNB","ESDF","KALLINGE",,"SE","SWEDEN",,,"01","AIRPORT"
"QQU",,"EUSTON RAILWAY STN",,"GB","UNITED KINGDOM",,,"01","RAILWAY STATION"
"HCW",,"CHERAW MUNICIPAL",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"KUL",,"KUALA LUMPUR",,"MY","MALAYSIA",,,"01","METROPOLITAN AREA"
"QLP",,"LA SPEZIA RAILWAY STN.",,"IT","ITALY",,,"01","RAILWAY STATION"
"RTP","YRTP","RUTLAND PLAINS AIRPORT",,"AU","AUSTRALIA",,,"2B","AIRPORT"
"TQN","OATQ","TALOQAN AIRPORT",,"AF","AFGHANISTAN",,,"01","AIRPORT"
"YRM","CYRM","ROCKY MOUNTAIN HOUSE AIRPORT",,"CA","CANADA",,,"05","AIRPORT"
"XDE","DFOU","DIEBOUGOU AIRPORT",,"BF","BURKINA FASO",,,"01","AIRPORT"
"LYK","WADU","LUNYUK",,"ID","INDONESIA",,,"02","AIRPORT"
"FLN","SBFL","HERCILIO LUZ INTL",,"BR","BRAZIL",,,"01","AIRPORT"
"IKS","UEST","TIKSI AIRPORT",,"RU","RUSSIAN FEDERATION",,,"08","AIRPORT"
"UAE",,"MOUNT AUE AIRPORT",,"PG","PAPUA NEW GUINEA",,,"01","AIRPORT"
"ZGX",,"VIBORG RAILWAY STN.",,"DK","DENMARK",,,"01","RAILWAY STATION"
"BTB",,"BETOU AIRPORT",,"CG","CONGO",,,"01","AIRPORT"
"QZR",,"OFF-LINE POINT APRILIA",,"IT","ITALY",,,"01","OFF-LINE PORT"
"RDE","WAUM","JAHABRA",,"ID","INDONESIA",,,"03","AIRPORT"
"MUR","WBGM","MARUDI AIRPORT",,"MY","MALAYSIA",,,"01","AIRPORT"
"BHJ","VABJ","BHUJ AIRPORT",,"IN","INDIA",,,"01","AIRPORT"
"JSI","LGSK","ALEX. PAPADIAMANTIS",,"GR","GREECE",,,"01","AIRPORT"
"MFI","KMFI","MARSHFIELD MUNICIPAL",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"SYM","ZPSM","SIMAO AIRPORT",,"CN","CHINA",,,"01","AIRPORT"
"VOI","GLVA","TENEBU",,"LR","LIBERIA",,,"01","AIRPORT"
"ZLC",,"WAEDENSWIL RAILWAY STN.",,"CH","SWITZERLAND",,,"01","RAILWAY STATION"
"ROB","GLRB","ROBERTS INTL",,"LR","LIBERIA",,,"01","AIRPORT"
"MFK","RCMT","MATSU (BEIGAN) AIRPORT",,"TW","CHINESE TAIPEI",,,"01","AIRPORT"
"LMS","KLMS","WINSTON COUNTY",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"AMS","EHAM","SCHIPHOL AIRPORT",,"NL","NETHERLANDS",,,"01","AIRPORT"
"HUN","RCYU","HUALIEN AIRPORT",,"TW","CHINESE TAIPEI",,,"01","AIRPORT"
"SVF","DBBS","SAVE AIRPORT",,"BJ","BENIN",,,"01","AIRPORT"
"SLH","NVSC","VANUA LAVA",,"VU","VANUATU",,,"01","AIRPORT"
"SHC","HASR","SHIRE",,"ET","ETHIOPIA",,,"01","AIRPORT"
"HYF","AYHF","HAYFIELD AIRPORT",,"PG","PAPUA NEW GUINEA",,,"01","AIRPORT"
"WRO","EPWR","NICOLAUS COPERNICUS",,"PL","POLAND",,,"01","AIRPORT"
"JOT","KJOT","JOLIET REG. AIRPORT",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"ESH","EGKA","SHOREHAM-BY-SEA AIRPORT",,"GB","UNITED KINGDOM",,,"01","AIRPORT"
"LWM","KLWM","LAWRENCE MUNICIPAL",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"XOW",,"SEEFELD BUS STN.",,"AT","AUSTRIA",,,"01","BUS STATION"
"MUT","KMUT","MUSCATINE MUNICIPAL",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"RJN","OIKR","RAFSANJAN AIRPORT",,"IR","IRAN, ISLAMIC REPUBLIC OF",,,"01"
"ZTH","LGZA","DIONISIOS SOLOMOS",,"GR","GREECE",,,"01","AIRPORT"
"TEL","WBKE","TELUPID AIRPORT",,"MY","MALAYSIA",,,"01","AIRPORT"
"TKO","FXTK","TLOKOENG AIRPORT",,"LS","LESOTHO",,,"01","AIRPORT"
"BAI","MRBA","BUENOS AIRES AIRPORT",,"CR","COSTA RICA",,,"01","AIRPORT"
"VOK","KVOK","VOLK FIELD",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"TBZ","OITT","TABRIZ INTL.",,"IR","IRAN, ISLAMIC REPUBLIC OF",,,"01"
"MBE","RJEB","MONBETSU AIRPORT",,"JP","JAPAN",,,"01","AIRPORT"
"LHW","ZLLL","ZHONGCHUAN",,"CN","CHINA",,,"01","AIRPORT"
"YLV","UBEE","YEVLAKH AIRPORT",,"AZ","AZERBAIJAN",,,"01","AIRPORT"
"BKX","KBKX","BROOKINGS REG. AIRPORT",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"TBF","NGTE","TABITEUEA NORTH AIRPORT",,"KI","KIRIBATI",,,"01","AIRPORT"
"ARX","SBAC","DRAGAO DO MAR",,"BR","BRAZIL",,,"01","AIRPORT"
"JQO",,"BELORUSSKY RAILWAY ST",,"RU","RUSSIAN FEDERATION",,,"02","RAILWAY STATION"
"DSN","ZBDS","EJIN HORO",,"CN","CHINA",,,"01","AIRPORT"
"MWO","KMWO","REGIONAL (HOOK FIELD)",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"EAE","NVSE","SIWO",,"VU","VANUATU",,,"01","AIRPORT"
"SWO","KSWO","STILLWATER REG. AIRPORT",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"DOP","VNDP","DOLPA AIRPORT",,"NP","NEPAL",,,"01","AIRPORT"
"PLC",,"PLANETA RICA AIRPORT",,"CO","COLOMBIA",,,"01","AIRPORT"
"QXN",,"SITA NETWORK 1",,"XX",,,,,"OFF-LINE PORT"
"ZNN",,"OFF-LINE POINT HILDEN",,"DE","GERMANY",,,"01","OFF-LINE PORT"
"BOC","MPBO","ISLA COLON INTL",,"PA","PANAMA",,,"01","AIRPORT"
"DHG",,"DALNEGORSK AIRPORT",,"RU","RUSSIAN FEDERATION",,,"09","AIRPORT"
"SZP","KSZP","SANTA PAULA AIRPORT",,"US","UNITED STATES OF AMERICA",,,"04","AIRPORT"
"IGH","YIGM","INGHAM AIRPORT",,"AU","AUSTRALIA",,,"2B","AIRPORT"
"NAO","ZUNC","GAOPING",,"CN","CHINA",,,"01","AIRPORT"
"TLV","LLBG","BEN GURION INTL",,"IL","ISRAEL",,,"01","AIRPORT"
"XTM",,"OFF-LINE POINT RAMADI",,"IQ","IRAQ",,,"01","OFF-LINE PORT"
"TJK","LTAW","TOKAT AIRPORT",,"TR","TÜRKIYE",,,"01","AIRPORT"
"TDD","SLTR","JORGE HENRICH ARAUZ",,"BO","BOLIVIA",,,"01","AIRPORT"
"XFX",,"OFF-LINE POINT FOIX",,"FR","FRANCE",,,"01","OFF-LINE PORT"
"VDY","VOJV","JINDAL",,"IN","INDIA",,,"01","AIRPORT"
"QYN",,"OFF-LINE POINT BYRON BAY",,"AU","AUSTRALIA",,,"02","OFF-LINE PORT"
"MPX","AYIY","MIYANMIN AIRPORT",,"PG","PAPUA NEW GUINEA",,,"01","AIRPORT"
"XMJ","LFBM","OFF-LINE POINT MONT-DE-MARSAN",,"FR","FRANCE",,,"01","OFF-LINE PORT"
"MHT","KMHT","MANCHESTER-BOSTON RGNL",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"SZG","LOWS","W.A. MOZART",,"AT","AUSTRIA",,,"01","AIRPORT"
"CMS","HCMS","SCUSCIUBAN AIRPORT",,"SO","SOMALIA",,,"01","AIRPORT"
"XIB",,"INGERSOLL RAILWAY STN.",,"CA","CANADA",,,"03","RAILWAY STATION"
"KJK","EBKT","WEVELGEM",,"BE","BELGIUM",,,"01","AIRPORT"
"QXD",,"QUIXADA",,"BR","BRAZIL",,,"01","AIRPORT"
"KUE","AGKU","KUKUNDU AIRPORT",,"SB","SOLOMON ISLANDS",,,"01","AIRPORT"
"USU","RPVV","FRANCISCO B. REYES",,"PH","PHILIPPINES",,,"01","AIRPORT"
"QWY",,"ALBANY BUS STATION",,"US","UNITED STATES OF AMERICA",,,"04","BUS STATION"
"VTF","NFVL","VATULELE ISLAND AIRPORT",,"FJ","FIJI",,,"01","AIRPORT"
"RER","MGRT","RETALHULEU AIRPORT",,"GT","GUATEMALA",,,"01","AIRPORT"
"MRH","AYRV","MAY RIVER AIRPORT",,"PG","PAPUA NEW GUINEA",,,"01","AIRPORT"
"SNW","VYTD","THANDWE AIRPORT",,"MM","MYANMAR",,,"01","AIRPORT"
"VJQ",,"GURUE AIRPORT",,"MZ","MOZAMBIQUE",,,"01","AIRPORT"
"BPF","AGBT","BATUNA AIRPORT",,"SB","SOLOMON ISLANDS",,,"01","AIRPORT"
"MFO","AYNG","MANGUNA AIRPORT",,"PG","PAPUA NEW GUINEA",,,"01","AIRPORT"
"HPY","KHPY","BAYTOWN AIRPORT",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"JJL",,"JINGMEN RAILWAY STN.",,"CN","CHINA",,,"01","RAILWAY STATION"
"BAH","OBBI","BAHRAIN INTL.",,"BH","BAHRAIN",,,"01","AIRPORT"
"ZBY","VLSB","SAYABOURY AIRPORT",,"LA","LAO PEOPLE'S DEMOCRATIC REPUBLIC",,,"01","AIRPORT"
"NDH",,"SHUNDE CZ BUS STN.",,"CN","CHINA",,,"01","BUS STATION"
"BVL",,"BAURES AIRPORT",,"BO","BOLIVIA",,,"01","AIRPORT"
"PKH",,"KANARIS",,"GR","GREECE",,,"01","AIRPORT"
"QMR",,"OFF-LINE POINT MARSALA",,"IT","ITALY",,,"01","OFF-LINE PORT"
"BYP","YBRY","BARIMUNYA AIRPORT",,"AU","AUSTRALIA",,,"04","AIRPORT"
"GOM","FZNA","GOMA INTL.",,"CD","CONGO DEMOCRATIC REPUBLIC OF",,,"02","AIRPORT"
"TKN","RJKN","TOKUNOSHIMA AIRPORT",,"JP","JAPAN",,,"01","AIRPORT"
"RCT","KRCT","NARTRON FIELD",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"SAR","KSAR","SPARTA COMMUNITY",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"HOE","VLHS","HOUEISAY AIRPORT",,"LA","LAO PEOPLE'S DEMOCRATIC REPUBLIC",,,"01","AIRPORT"
"EMD","YEML","EMERALD AIRPORT",,"AU","AUSTRALIA",,,"2B","AIRPORT"
"CUU","MMCU","R. FIERRO VILLALOBOS",,"MX","MEXICO",,,"01","AIRPORT"
"BTK","UIBB","BRATSK AIRPORT",,"RU","RUSSIAN FEDERATION",,,"07","AIRPORT"
"MCX","URML","UYTASH",,"RU","RUSSIAN FEDERATION",,,"02","AIRPORT"
"PQM","MMPQ","PALENQUE INTL.",,"MX","MEXICO",,,"01","AIRPORT"
"KLC","GOOK","KAOLACK AIRPORT",,"SN","SENEGAL",,,"01","AIRPORT"
"SDK","WBKS","SANDAKAN AIRPORT",,"MY","MALAYSIA",,,"01","AIRPORT"
"LXA","ZULS","GONGGAR",,"CN","CHINA",,,"01","AIRPORT"
"YSU","CYSU","SUMMERSIDE AIRPORT",,"CA","CANADA",,,"02","AIRPORT"
"EKE","SYEK","EKEREKU AIRPORT",,"GY","GUYANA",,,"01","AIRPORT"
"KLN",,"LARSEN BAY AIRPORT",,"US","UNITED STATES OF AMERICA",,,"05","AIRPORT"
"AOD",,"ABOU DEIA AIRPORT",,"TD","CHAD",,,"01","AIRPORT"
"ZIU",,"ZHUHAI CZ BUS STN.",,"CN","CHINA",,,"01","BUS STATION"
"LKL","ENNA","BANAK",,"NO","NORWAY",,,"01","AIRPORT"
"UMC","AYUC","UMBA AIRPORT",,"PG","PAPUA NEW GUINEA",,,"01","AIRPORT"
"FNC","LPMA","MADEIRA",,"PT","PORTUGAL",,,"01","AIRPORT"
"KHI","OPKC","JINNAH INTL",,"PK","PAKISTAN",,,"01","AIRPORT"
"LUO","FNUE","LUENA AIRPORT",,"AO","ANGOLA",,,"01","AIRPORT"
"RTL",,"SPIRIT LAKE MUNICIPAL",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"ZZQ",,"OFF-LINE POINT CHEUNG SHA WAN",,"HK","HONG KONG (SAR), CHINA",,,"01"
"LRQ",,"LAURIE RIVER AIRPORT",,"CA","CANADA",,,"04","AIRPORT"
"IOR","EIIM","KILRONAN",,"IE","IRELAND",,,"01","AIRPORT"
"EHU",,"EZHOU HUAHU",,"CN","CHINA",,,"01","AIRPORT"
"VGA","VOBZ","VIJAYAWADA AIRPORT",,"IN","INDIA",,,"01","AIRPORT"
"MNZ",,"MANASSAS REG. AIRPORT",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"PMH","KPMH","PORTSMOUTH REG. AIRPORT",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"ZQL",,"OFF-LINE POINT VILLINGEN-SCHWENNINGEN",,"DE","GERMANY",,,"01","OFF-LINE PORT"
"URJ","USHU","URAY AIRPORT",,"RU","RUSSIAN FEDERATION",,,"04","AIRPORT"
"XXP",,"OFF-LINE POINT POTSDAM",,"DE","GERMANY",,,"01","OFF-LINE PORT"
"ZTT",,"COTTBUS RAILWAY STN.",,"DE","GERMANY",,,"01","RAILWAY STATION"
"LLN","WAVL","KELILA AIRPORT",,"ID","INDONESIA",,,"03","AIRPORT"
"LXC",,"LIVERPOOL CENTRAL RAILWAY STN.",,"GB","UNITED KINGDOM",,,"01","RAILWAY STATION"
"TOZ","DITM","MAHANA",,"CI","COTE D'IVOIRE",,,"01","AIRPORT"
"DPU",,"DUMPU AIRPORT",,"PG","PAPUA NEW GUINEA",,,"01","AIRPORT"
"BEI","HABE","BEICA AIRPORT",,"ET","ETHIOPIA",,,"01","AIRPORT"
